Student ID,gwa,low_subject_count,borderline_subject_count,overall_attendance_avg,low_attendance_subject_count,min_attendance_rate,at_risk,risk_prob
1.09837E+11,73.1,2.0,0.0,76.0,4.0,50.0,0,0.3866
1.1647E+11,72.9,3.0,3.0,77.7,4.0,61.0,0,0.6409
1.08473E+11,90.3,0.0,3.0,80.1,4.0,57.0,0,0.0527
1.64516E+11,83.1,0.0,2.0,87.9,0.0,85.0,0,0.0155
108247120055 ( N/A),78.7,1.0,0.0,77.1,0.0,61.0,0,0.0481
1.08239E+11,82.6,1.0,2.0,81.2,0.0,59.0,1,0.0398
1.08876E+11,79.6,1.0,2.0,82.1,0.0,88.0,0,0.0334
1.08243E+11,64.8,3.0,2.0,77.8,2.0,65.0,1,0.8759
1.08243E+11,83.2,1.0,3.0,86.6,2.0,50.0,0,0.0682
2.51501E+11,78.1,2.0,0.0,78.0,0.0,72.0,0,0.0884
1.64616E+11,67.5,3.0,0.0,72.8,3.0,84.0,1,0.8065
2.51505E+12,90.6,0.0,2.0,85.7,3.0,83.0,0,0.0263
2.51501E+11,80.1,3.0,2.0,69.1,2.0,81.0,0,0.2724
1.08249E+11,87.9,1.0,2.0,85.9,1.0,77.0,0,0.0377
1.07895E+11,80.2,0.0,2.0,82.8,3.0,67.0,0,0.0299
1.36474E+11,69.5,3.0,2.0,75.0,0.0,87.0,0,0.6839
1.07888E+11,76.9,3.0,0.0,76.6,0.0,80.0,0,0.2042
1.08237E+11,75.5,3.0,0.0,70.3,2.0,52.0,1,0.514
1.08238E+11,76.6,2.0,0.0,78.5,2.0,55.0,0,0.1789
1.14873E+11,64.6,2.0,0.0,77.2,4.0,86.0,1,0.7685
1.08249E+11,83.7,1.0,3.0,80.3,3.0,58.0,0,0.0837
1.08473E+11,77.3,0.0,0.0,77.6,3.0,54.0,0,0.0565
1.36908E+11,93.7,0.0,0.0,96.2,2.0,72.0,0,0.017
1.22836E+11,72.5,2.0,2.0,74.6,0.0,70.0,1,0.4022
1.36908E+11,70.4,1.0,2.0,85.7,4.0,84.0,0,0.3074
1.08243E+11,82.4,0.0,2.0,87.8,2.0,67.0,0,0.0251
1.08245E+11,84.0,3.0,1.0,81.6,4.0,57.0,0,0.2234
1.36907E+11,87.2,3.0,0.0,68.5,2.0,83.0,0,0.2558
1.08485E+11,83.6,2.0,1.0,79.5,2.0,88.0,0,0.0843
4.08336E+11,64.8,3.0,0.0,80.4,3.0,55.0,1,0.8452
1.23114E+11,86.9,0.0,2.0,84.9,1.0,85.0,0,0.0185
1.08246E+11,84.0,1.0,2.0,78.4,2.0,66.0,0,0.0635
108245130017-N/A,73.8,2.0,0.0,80.4,3.0,56.0,0,0.2964
1.08471E+11,84.0,0.0,2.0,84.2,0.0,66.0,0,0.0178
1.14207E+11,84.3,0.0,0.0,90.0,4.0,80.0,0,0.0223
1.08239E+11,86.3,2.0,3.0,81.3,3.0,51.0,0,0.1552
1.08243E+11,86.1,0.0,3.0,93.6,2.0,68.0,0,0.0295
1.24587E+11,87.8,1.0,3.0,74.8,4.0,89.0,1,0.1154
1.73011E+11,70.4,3.0,0.0,78.4,2.0,51.0,1,0.6596
1.08245E+11,85.0,2.0,3.0,75.5,3.0,79.0,0,0.1741
1.08479E+11,77.6,2.0,1.0,69.7,4.0,81.0,1,0.2913
F2F,81.3,1.0,0.0,85.0,0.0,83.0,0,0.0219
1.0847E+11,80.9,1.0,3.0,82.4,4.0,80.0,0,0.0721
1.08247E+11,72.0,3.0,1.0,72.9,2.0,78.0,1,0.643
1.08239E+11,78.5,2.0,0.0,85.0,4.0,70.0,0,0.1229
2.51501E+11,85.3,2.0,0.0,76.6,1.0,59.0,0,0.0894
4.02478E+11,81.5,3.0,3.0,80.1,1.0,77.0,0,0.1783
1.08247E+11,74.9,1.0,3.0,76.9,3.0,62.0,0,0.2466
1.08245E+11,74.6,2.0,2.0,86.8,1.0,67.0,0,0.2132
1.08247E+11,67.6,3.0,1.0,80.7,0.0,80.0,1,0.5829
1.08472E+11,88.5,0.0,1.0,89.7,0.0,72.0,0,0.0141
1.09036E+11,60.0,3.0,1.0,73.9,4.0,77.0,1,0.9647
No,67.2,2.0,0.0,74.9,3.0,53.0,0,0.6947
1.16822E+11,67.0,3.0,1.0,80.7,3.0,86.0,1,0.7574
4.24625E+11,85.4,0.0,1.0,82.2,0.0,59.0,0,0.0161
1.64516E+11,80.7,2.0,2.0,77.2,3.0,60.0,0,0.1592
1.08237E+11,79.7,0.0,3.0,90.3,2.0,68.0,0,0.0313
09072639973,66.7,3.0,0.0,73.7,3.0,84.0,1,0.8221
1.08483E+11,74.0,2.0,3.0,72.9,3.0,56.0,0,0.5109
1.04632E+11,91.2,0.0,0.0,83.4,0.0,58.0,0,0.0137
4.24653E+11,83.8,1.0,2.0,88.5,4.0,83.0,0,0.0612
1.64516E+13,85.7,0.0,3.0,83.3,0.0,85.0,0,0.0184
1.0825E+11,85.6,0.0,3.0,83.4,1.0,59.0,0,0.027
1.09839E+11,74.3,1.0,0.0,76.3,3.0,63.0,0,0.185
1.64513E+11,67.6,1.0,2.0,81.0,3.0,73.0,0,0.3993
1.0916E+11,92.1,0.0,2.0,82.2,0.0,89.0,0,0.0155
1.08247E+11,76.5,3.0,1.0,81.5,0.0,83.0,0,0.1894
4.24625E+11,75.6,0.0,1.0,81.4,1.0,56.0,0,0.0503
1.08245E+11,72.2,3.0,0.0,69.2,2.0,58.0,0,0.7013
1.08245E+11,75.2,3.0,2.0,81.8,4.0,71.0,1,0.4223
1.08475E+11,74.9,2.0,3.0,81.8,1.0,77.0,0,0.2176
1.08475E+11,85.9,0.0,2.0,82.8,0.0,54.0,1,0.02
1.64516E+11,77.4,3.0,3.0,82.7,0.0,66.0,0,0.2334
1.08237E+11,73.4,2.0,1.0,77.4,1.0,68.0,0,0.2881
1.64516E+11,79.2,2.0,0.0,84.7,3.0,60.0,0,0.1005
1.36891E+11,80.4,2.0,0.0,77.8,3.0,80.0,1,0.0947
1.64516E+11,79.6,0.0,1.0,84.2,2.0,83.0,0,0.0202
1.08237E+11,88.7,2.0,3.0,79.0,1.0,63.0,0,0.1183
1.08243E+11,65.2,3.0,0.0,78.9,3.0,84.0,1,0.8132
2.51501E+11,74.0,3.0,3.0,75.4,3.0,60.0,0,0.6697
1.08471E+11,80.9,0.0,0.0,91.6,2.0,65.0,0,0.0182
1.08471E+11,77.4,1.0,1.0,84.4,3.0,79.0,0,0.0739
1.0788E+11,80.2,0.0,2.0,87.4,4.0,71.0,1,0.0342
1.36625E+11,74.9,3.0,0.0,78.7,3.0,70.0,0,0.4114
1.09839E+11,73.9,3.0,1.0,73.7,2.0,71.0,1,0.5591
1.08473E+11,84.9,0.0,2.0,82.6,1.0,85.0,0,0.0185
1.08472E+11,88.7,0.0,1.0,84.1,0.0,78.0,0,0.0133
1.08478E+11,75.1,2.0,0.0,80.2,2.0,88.0,0,0.1706
1.08478E+11,83.5,2.0,1.0,76.0,3.0,76.0,0,0.1286
4.24525E+11,75.1,1.0,3.0,85.7,1.0,78.0,0,0.1145
10871120247,74.6,3.0,0.0,84.5,3.0,75.0,1,0.3322
2.51501E+11,72.5,2.0,2.0,73.4,1.0,89.0,0,0.386
2.51501E+11,88.3,0.0,0.0,87.7,1.0,78.0,0,0.0134
1.36891E+11,79.4,3.0,0.0,67.9,0.0,76.0,0,0.2281
1.08243E+11,72.4,3.0,1.0,79.5,2.0,89.0,0,0.4738
4.00159E+11,81.4,2.0,0.0,82.7,3.0,52.0,0,0.0928
1.08247E+11,78.1,1.0,0.0,81.8,4.0,54.0,1,0.0827
4.02666E+11,83.8,2.0,1.0,91.2,3.0,55.0,1,0.1057
1.08475E+11,79.6,0.0,0.0,79.6,2.0,71.0,0,0.022
Blended ,80.0,2.0,3.0,83.1,1.0,79.0,0,0.0843
3.01227E+11,85.8,1.0,0.0,84.9,2.0,85.0,0,0.0311
1.08472E+11,72.5,2.0,3.0,86.1,0.0,65.0,0,0.2151
1.08238E+11,87.0,2.0,2.0,80.9,0.0,66.0,0,0.0737
1.64516E+11,66.8,2.0,3.0,83.0,4.0,86.0,0,0.6421
1.09218E+11,90.9,1.0,0.0,97.5,0.0,73.0,0,0.0234
1.64516E+11,80.3,1.0,3.0,83.1,4.0,66.0,0,0.082
1.08247E+11,84.7,1.0,2.0,76.4,0.0,61.0,0,0.0543
136710120040 (N/A),81.4,3.0,2.0,65.3,1.0,64.0,0,0.3096
1.64516E+11,79.8,3.0,3.0,74.9,2.0,84.0,0,0.2267
1.64516E+11,62.1,3.0,1.0,74.2,2.0,55.0,1,0.9374
1.18241E+11,94.1,0.0,0.0,85.2,4.0,84.0,0,0.0223
1.64516E+11,76.2,2.0,3.0,77.5,3.0,72.0,0,0.323
1.08251E+11,81.8,1.0,3.0,88.8,2.0,65.0,0,0.0592
1.64516E+11,71.3,2.0,2.0,82.4,0.0,61.0,0,0.2793
1.08235E+11,75.0,1.0,0.0,75.2,0.0,54.0,0,0.1192
1.12672E+11,81.6,0.0,3.0,84.2,1.0,68.0,0,0.0247
1.10557E+11,80.5,1.0,0.0,81.8,2.0,78.0,0,0.0321
1.0848E+11,67.3,3.0,3.0,71.2,0.0,57.0,0,0.8581
4.08336E+11,72.4,1.0,1.0,82.4,4.0,77.0,0,0.2177
1.03064E+11,85.2,1.0,0.0,87.2,2.0,61.0,0,0.0373
1.08249E+11,76.5,2.0,2.0,91.3,1.0,73.0,0,0.1462
1.64516E+11,82.2,1.0,1.0,84.0,4.0,87.0,0,0.0519
1.08246E+11,80.7,3.0,2.0,72.9,2.0,51.0,0,0.303
1.08485E+11,83.9,1.0,0.0,76.3,0.0,85.0,0,0.0326
.,74.7,2.0,3.0,74.0,2.0,71.0,1,0.4577
1.08473E+11,71.5,2.0,3.0,86.2,0.0,53.0,0,0.355
1.08473E+11,81.2,2.0,0.0,79.3,0.0,81.0,0,0.0519
1.08245E+11,75.0,3.0,1.0,75.1,2.0,70.0,1,0.4825
1.09837E+11,68.4,2.0,0.0,76.8,0.0,76.0,0,0.3912
N/A  Student ,88.8,1.0,2.0,88.9,1.0,69.0,0,0.0407
1.08237E+11,90.3,0.0,3.0,87.6,3.0,82.0,0,0.0312
1.08245E+11,80.4,0.0,1.0,80.8,4.0,52.0,0,0.0377
1.08243E+11,88.9,1.0,1.0,90.2,1.0,67.0,0,0.0351
1.08475E+11,73.1,1.0,2.0,83.0,0.0,76.0,0,0.1234
1.08237E+11,78.3,1.0,3.0,78.9,2.0,74.0,0,0.0932
1.39648E+12,71.7,2.0,0.0,85.8,2.0,87.0,1,0.2593
1.08472E+11,89.2,1.0,3.0,78.2,3.0,67.0,0,0.0886
1.08471E+11,79.5,1.0,2.0,73.1,3.0,71.0,0,0.1116
10824750051,67.6,3.0,2.0,72.6,0.0,52.0,1,0.8192
2.51501E+11,75.2,1.0,1.0,86.1,4.0,54.0,0,0.1629
im face to face student,89.0,0.0,1.0,87.7,3.0,54.0,0,0.0286
1.08478E+11,84.5,0.0,3.0,88.9,0.0,70.0,0,0.0203
1.08246E+11,82.5,0.0,2.0,87.8,4.0,85.0,0,0.0314
10982314017,74.3,1.0,1.0,78.1,0.0,70.0,0,0.1143
1.0825E+11,86.5,0.0,0.0,74.2,0.0,61.0,0,0.023
1.64516E+11,73.4,2.0,3.0,87.0,4.0,86.0,1,0.3374
1.08245E+11,72.2,2.0,0.0,86.4,4.0,66.0,1,0.3369
1.24783E+11,74.8,2.0,3.0,84.6,0.0,79.0,1,0.1865
1.08243E+11,81.5,0.0,1.0,78.7,3.0,83.0,0,0.028
1.64516E+11,77.9,0.0,1.0,88.0,2.0,64.0,0,0.0334
1.08473E+11,82.0,1.0,3.0,82.2,0.0,82.0,0,0.0364
1.08237E+11,83.4,2.0,2.0,84.3,1.0,83.0,0,0.0711
1.36908E+11,77.4,2.0,0.0,83.6,4.0,78.0,0,0.1402
1.08476E+11,78.4,2.0,3.0,81.0,1.0,52.0,0,0.1536
1.08475E+11,65.5,2.0,1.0,80.3,0.0,74.0,1,0.617
1.08479E+11,82.4,2.0,0.0,77.9,1.0,65.0,0,0.0776
1.08247E+11,86.4,0.0,1.0,93.8,0.0,71.0,0,0.0143
1.08237E+11,60.0,3.0,0.0,75.1,4.0,68.0,1,0.9584
2.51501E+11,76.8,2.0,1.0,66.4,0.0,89.0,0,0.2442
1.07544E+11,77.4,1.0,2.0,78.6,3.0,89.0,0,0.1072
4.02706E+11,76.3,3.0,2.0,73.2,1.0,62.0,0,0.3442
1.08247E+11,75.6,0.0,1.0,88.1,2.0,53.0,0,0.0589
1.64516E+11,79.2,2.0,3.0,85.4,2.0,79.0,0,0.1154
1.08476E+11,77.9,2.0,1.0,89.6,3.0,83.0,0,0.1252
1.08247E+11,81.3,0.0,3.0,85.4,1.0,86.0,0,0.022
1.64516E+11,75.9,3.0,0.0,70.4,2.0,86.0,0,0.4366
108480120804- N/A,86.0,0.0,1.0,86.6,1.0,85.0,0,0.0156
1.08473E+11,89.0,1.0,0.0,83.3,4.0,62.0,0,0.0522
108245130021(N/A),84.7,2.0,1.0,70.2,4.0,51.0,0,0.2563
2.51501E+11,81.5,1.0,1.0,86.5,0.0,75.0,0,0.0273
2.51501E+11,85.8,1.0,1.0,79.9,0.0,87.0,0,0.0301
1.08239E+11,91.6,0.0,2.0,88.6,4.0,81.0,0,0.0314
1.08237E+11,65.6,3.0,0.0,79.5,1.0,88.0,1,0.7398
1.64516E+11,84.2,0.0,2.0,91.5,3.0,86.0,0,0.0263
1.36884E+11,69.8,3.0,3.0,73.5,4.0,70.0,1,0.8454
4.24604E+11,70.5,3.0,2.0,81.6,0.0,89.0,0,0.4637
1.08251E+11,87.9,2.0,0.0,75.4,2.0,82.0,0,0.0941
1.36051E+11,83.2,1.0,0.0,85.1,4.0,76.0,0,0.0457
NO,77.7,2.0,2.0,76.5,3.0,60.0,0,0.244
1.08239E+11,78.8,2.0,0.0,86.2,4.0,84.0,0,0.1064
1.08247E+11,76.4,1.0,1.0,87.6,2.0,84.0,0,0.0752
1.31586E+11,67.9,2.0,3.0,71.4,3.0,78.0,1,0.784
no,85.5,2.0,2.0,76.5,3.0,68.0,0,0.1553
1.08478E+11,67.9,2.0,3.0,72.0,2.0,54.0,0,0.7868
1.08432E+11,78.6,2.0,0.0,83.4,2.0,81.0,0,0.0797
1.11411E+11,82.7,2.0,0.0,84.9,2.0,70.0,0,0.0666
1.07714E+11,68.0,3.0,0.0,73.6,1.0,71.0,0,0.6577
1.08247E+11,84.1,2.0,0.0,87.4,3.0,71.0,0,0.078
1.08237E+11,86.3,1.0,1.0,84.4,3.0,82.0,0,0.0437
1.08237E+11,78.4,2.0,2.0,81.5,2.0,77.0,0,0.1205
1.0847E+11,65.3,3.0,1.0,74.4,1.0,85.0,1,0.8305
1.08234E+11,78.1,1.0,1.0,83.2,3.0,57.0,0,0.079
1.08243E+11,85.8,0.0,3.0,84.5,2.0,56.0,0,0.0331
1.08478E+11,78.8,2.0,3.0,73.9,0.0,57.0,0,0.181
1.08478E+11,74.7,2.0,2.0,80.6,4.0,61.0,0,0.352
1.64516E+11,84.0,0.0,0.0,81.3,3.0,83.0,1,0.0197
1.64516E+11,75.3,2.0,3.0,75.1,4.0,89.0,1,0.3818
1.08479E+11,76.7,3.0,3.0,69.9,3.0,59.0,1,0.6197
1.08238E+11,85.5,2.0,3.0,73.3,4.0,75.0,0,0.2353
1.08245E+11,77.3,1.0,3.0,77.4,1.0,80.0,0,0.1
1.08472E+11,84.9,2.0,2.0,80.4,1.0,89.0,0,0.0791
1.08343E+11,72.6,3.0,1.0,75.5,1.0,83.0,0,0.4953
1.36782E+11,87.7,0.0,1.0,93.2,0.0,64.0,0,0.0153
1.08237E+11,86.8,1.0,2.0,83.8,1.0,76.0,0,0.0381
1.08235E+11,95.0,0.0,1.0,83.0,2.0,56.0,0,0.0235
1.08471E+12,83.5,0.0,2.0,86.2,2.0,74.0,0,0.0234
1.08243E+11,69.6,3.0,1.0,82.7,3.0,75.0,0,0.714
1.0848E+11,81.2,1.0,2.0,81.6,4.0,81.0,0,0.0629
1.08243E+11,77.2,2.0,1.0,77.9,1.0,65.0,0,0.1529
diko po tanda,75.4,1.0,3.0,83.1,2.0,59.0,1,0.1494
1.0825E+11,74.5,2.0,3.0,74.8,4.0,74.0,1,0.4577
4.02659E+11,76.5,2.0,0.0,70.7,3.0,62.0,0,0.2522
2.51501E+11,82.1,0.0,2.0,85.7,0.0,85.0,0,0.0155
1.0848E+11,81.4,0.0,0.0,83.7,1.0,76.0,0,0.0137
4.02481E+11,80.3,0.0,2.0,81.7,2.0,62.0,0,0.0269
1.08473E+11,86.0,2.0,0.0,78.0,1.0,67.0,0,0.0757
1.08478E+11,78.5,2.0,0.0,79.8,1.0,62.0,0,0.0939
108247130095 (N/A),68.9,2.0,0.0,82.3,3.0,59.0,1,0.5042
2.51501E+11,75.0,3.0,2.0,71.5,0.0,58.0,0,0.505
1.36467E+11,74.1,1.0,2.0,80.5,0.0,63.0,0,0.1264
1.08245E+11,89.4,0.0,0.0,92.8,2.0,60.0,0,0.0191
1.08471E+11,69.9,2.0,2.0,82.0,4.0,70.0,0,0.6156
No,72.1,3.0,2.0,79.2,4.0,57.0,0,0.7232
108234110152(N/A),81.5,0.0,0.0,79.0,2.0,51.0,1,0.0257
1.08235E+11,74.8,2.0,3.0,80.1,2.0,87.0,1,0.2895
1.08247E+11,78.4,3.0,1.0,84.3,1.0,85.0,1,0.1533
1.0847E+11,86.0,1.0,3.0,79.7,0.0,61.0,0,0.0512
22850140222 hi,78.6,3.0,3.0,75.0,0.0,65.0,1,0.3567
1.08471E+11,67.6,3.0,3.0,69.7,1.0,52.0,1,0.8884
1.27671E+11,90.1,1.0,3.0,80.1,1.0,68.0,0,0.0553
1.36839E+11,81.5,2.0,3.0,82.5,2.0,61.0,1,0.1166
1.08218E+11,89.2,0.0,0.0,80.2,1.0,69.0,0,0.0166
1.08245E+11,69.8,3.0,2.0,70.7,0.0,51.0,1,0.7677
.,76.4,3.0,1.0,76.6,0.0,70.0,0,0.2134
1.08234E+11,67.6,3.0,0.0,69.9,3.0,72.0,1,0.8449
1.14609E+11,77.5,3.0,2.0,80.0,1.0,59.0,0,0.2387
1.0825E+11,84.4,0.0,3.0,85.5,4.0,87.0,0,0.0371
2.28502E+11,85.7,0.0,0.0,81.6,3.0,79.0,0,0.0194
1.08234E+11,76.4,2.0,3.0,77.4,4.0,77.0,0,0.2772
251501140219 (FtF),72.3,1.0,1.0,77.7,3.0,74.0,0,0.25
1.08476E+11,62.9,3.0,0.0,74.8,0.0,70.0,1,0.8593
1.08472E+11,76.2,2.0,0.0,81.1,1.0,62.0,0,0.1327
1.08246E+11,77.4,0.0,1.0,70.8,4.0,64.0,1,0.1098
1.08243E+11,77.1,1.0,0.0,70.8,2.0,55.0,0,0.145
1.36468E+11,84.3,0.0,1.0,81.2,4.0,75.0,0,0.0294
251501130127(N/A) ,76.9,1.0,0.0,78.2,2.0,84.0,0,0.0748
1.08245E+11,88.6,0.0,2.0,74.8,3.0,89.0,0,0.0435
1.08247E+11,71.9,3.0,0.0,75.3,2.0,81.0,0,0.5163
1.07049E+11,85.2,3.0,0.0,85.8,3.0,89.0,0,0.1347
1.08471E+11,67.7,2.0,3.0,77.5,2.0,57.0,1,0.6466
1.09828E+11,69.4,3.0,2.0,74.7,2.0,88.0,0,0.743
1.08247E+11,73.4,1.0,0.0,90.5,1.0,54.0,1,0.122
1.36593E+11,79.2,0.0,0.0,74.4,4.0,79.0,0,0.045
4.2452E+11,79.7,1.0,3.0,87.8,1.0,67.0,0,0.0521
1.08247E+11,65.0,2.0,3.0,80.8,2.0,52.0,1,0.7861
1.08473E+11,86.0,1.0,2.0,87.4,0.0,68.0,0,0.0346
1.08481E+11,90.2,0.0,3.0,87.9,3.0,71.0,0,0.0341
1.08246E+11,70.4,3.0,2.0,74.3,0.0,67.0,1,0.6889
1.08247E+11,78.5,0.0,2.0,87.9,0.0,77.0,0,0.0218
1.08411E+11,70.9,1.0,0.0,91.9,1.0,79.0,0,0.1546
108247120741(N/A),71.9,2.0,2.0,80.7,2.0,70.0,0,0.3675
1.11925E+11,87.5,0.0,1.0,83.2,1.0,67.0,0,0.0177
1.08251E+11,81.2,1.0,2.0,79.4,4.0,75.0,0,0.0764
1.08238E+11,70.3,3.0,1.0,81.2,1.0,61.0,1,0.4861
1.36798E+11,74.8,3.0,0.0,76.1,2.0,76.0,1,0.3307
1.08236E+11,73.1,2.0,2.0,80.9,3.0,61.0,1,0.3951
1.08479E+11,82.7,0.0,1.0,82.2,3.0,70.0,0,0.0245
1.08237E+11,74.1,3.0,0.0,73.5,1.0,56.0,1,0.5097
1.08486E+11,81.7,0.0,1.0,80.2,4.0,69.0,0,0.0334
BLENDED ,79.8,0.0,1.0,76.3,1.0,54.0,0,0.0313
1.08245E+11,70.7,1.0,3.0,86.6,2.0,78.0,1,0.3803
1084 8214 0083,68.6,3.0,1.0,70.5,2.0,68.0,1,0.8141
1.10672E+11,83.0,1.0,1.0,83.8,3.0,67.0,0,0.0495
1.0848E+11,87.3,0.0,3.0,95.4,3.0,78.0,0,0.0318
1.08473E+11,71.2,3.0,1.0,73.7,3.0,68.0,1,0.8526
1.08475E+11,86.7,1.0,1.0,78.5,2.0,80.0,0,0.0468
1.0848E+11,78.4,0.0,3.0,93.8,3.0,73.0,0,0.0461
1.08418E+11,83.1,0.0,3.0,87.2,2.0,73.0,0,0.0281
1.09466E+11,92.3,0.0,2.0,86.5,1.0,61.0,0,0.0223
1.04677E+11,69.6,2.0,0.0,75.6,1.0,73.0,0,0.4696
1.08479E+11,74.5,3.0,3.0,74.6,2.0,52.0,0,0.5618
1.08247E+11,75.1,3.0,2.0,84.4,1.0,79.0,0,0.1968
2.51501E+11,76.5,3.0,1.0,75.7,0.0,86.0,1,0.2618
1.08471E+11,78.1,1.0,3.0,80.6,2.0,65.0,0,0.094
1.16209E+11,84.9,1.0,3.0,81.8,3.0,75.0,0,0.0647
4.02716E+11,84.1,0.0,1.0,83.4,3.0,51.0,0,0.0295
1.15956E+11,78.6,0.0,2.0,85.9,0.0,63.0,0,0.0245
1.08484E+11,83.4,1.0,0.0,88.4,4.0,59.0,0,0.0537
N/A ,83.4,1.0,1.0,83.6,3.0,85.0,0,0.0437
1.64516E+11,71.5,1.0,1.0,86.4,3.0,67.0,1,0.2369
1.08478E+11,86.0,1.0,2.0,78.0,4.0,53.0,0,0.1023
1.08246E+11,84.2,0.0,3.0,79.7,3.0,65.0,0,0.0423
1.08237E+11,86.0,0.0,0.0,83.8,3.0,83.0,0,0.0187
2.51501E+11,86.4,0.0,0.0,88.9,2.0,82.0,0,0.0157
1.07872E+11,71.4,2.0,0.0,79.2,1.0,54.0,0,0.3558
1.08473E+12,71.5,3.0,2.0,74.9,2.0,88.0,1,0.6064
1.08243E+11,80.9,2.0,1.0,66.6,2.0,69.0,0,0.2065
LRN,78.3,1.0,2.0,87.1,0.0,51.0,0,0.0572
1.10565E+11,79.2,0.0,3.0,90.7,2.0,84.0,1,0.0309
1.08213E+11,85.9,0.0,2.0,80.0,3.0,68.0,0,0.034
1.64516E+11,76.0,1.0,2.0,84.2,3.0,71.0,1,0.1213
1.08473E+11,77.3,2.0,2.0,71.5,2.0,75.0,0,0.2656
1.3661E+11,79.7,2.0,2.0,75.2,2.0,61.0,0,0.1615
1.08985E+11,77.8,2.0,2.0,78.1,2.0,55.0,1,0.1983
1.08243E+11,83.9,1.0,3.0,74.3,2.0,56.0,0,0.1071
1.08239E+11,68.0,2.0,2.0,78.3,3.0,86.0,0,0.6195
2.51501E+11,77.8,1.0,0.0,81.2,0.0,53.0,0,0.047
2.51501E+11,75.1,2.0,3.0,87.0,0.0,72.0,0,0.1876
1.36901E+11,88.9,0.0,2.0,76.2,0.0,78.0,0,0.0238
1.08238E+11,68.8,2.0,0.0,79.1,0.0,52.0,1,0.405
1.08239E+11,69.2,3.0,1.0,67.6,0.0,87.0,1,0.7465
1.08238E+11,76.5,1.0,2.0,91.8,0.0,56.0,0,0.0776
1.07894E+11,92.5,1.0,0.0,79.3,2.0,82.0,0,0.0375
1.08239E+11,79.4,0.0,3.0,83.2,2.0,75.0,0,0.0311
1.11987E+11,74.5,3.0,0.0,74.0,4.0,73.0,1,0.5232
1.08243E+11,71.5,2.0,3.0,79.4,0.0,67.0,0,0.4373
108247130031 N/A ,69.0,3.0,3.0,81.1,3.0,86.0,0,0.7388
1.08244E+11,91.0,0.0,2.0,86.6,2.0,51.0,0,0.0293
1.08482E+11,76.0,3.0,3.0,78.8,4.0,50.0,0,0.5615
1.08472E+11,81.9,2.0,1.0,71.1,2.0,86.0,0,0.1443
1.10683E+11,83.6,1.0,2.0,88.4,4.0,61.0,0,0.0731
1.08469E+11,73.0,2.0,0.0,77.0,3.0,88.0,1,0.3173
1.36907E+11,85.7,0.0,3.0,82.1,3.0,87.0,0,0.0312
1.08237E+11,82.0,0.0,1.0,84.6,3.0,67.0,0,0.0252
N/A ,70.2,3.0,0.0,76.0,1.0,74.0,0,0.53
1.08247E+11,76.0,2.0,0.0,79.6,2.0,58.0,0,0.1814
1.08249E+11,81.8,1.0,0.0,84.1,4.0,81.0,0,0.0439
1.64516E+11,64.4,2.0,1.0,82.7,2.0,52.0,1,0.6456
1.64516E+11,76.3,2.0,1.0,72.7,4.0,78.0,0,0.299
1.64017E+11,83.6,2.0,2.0,77.1,3.0,70.0,1,0.1471
1.12432E+11,78.3,2.0,0.0,92.8,0.0,63.0,0,0.0709
1.13849E+11,95.0,0.0,0.0,88.0,2.0,65.0,0,0.0182
1.08471E+11,79.2,1.0,3.0,80.9,0.0,75.0,0,0.0484
1.14281E+11,77.2,1.0,3.0,84.5,4.0,74.0,0,0.1293
1.08239E+11,86.7,1.0,1.0,71.5,3.0,77.0,0,0.0912
N/A ,75.0,2.0,3.0,66.0,3.0,77.0,0,0.5464
1.04923E+11,85.6,0.0,3.0,87.5,4.0,62.0,0,0.0442
1.36514E+11,85.7,0.0,0.0,82.4,1.0,61.0,0,0.0158
1.64516E+11,69.8,2.0,0.0,72.4,2.0,88.0,1,0.6117
1.08237E+11,85.2,0.0,1.0,85.3,0.0,50.0,0,0.0175
1.08475E+11,71.6,2.0,2.0,84.4,3.0,82.0,0,0.3968
1.08472E+11,80.3,2.0,3.0,80.4,1.0,84.0,0,0.0928
1.08471E+11,87.2,1.0,2.0,70.9,3.0,71.0,0,0.117
1.36899E+11,70.0,3.0,3.0,84.1,3.0,71.0,1,0.7508
25150113029,82.1,0.0,1.0,79.1,2.0,72.0,0,0.0247
1.08473E+11,72.9,3.0,1.0,78.6,4.0,88.0,0,0.5325
1.01478E+11,67.6,2.0,2.0,80.7,2.0,56.0,1,0.5743
1.10581E+11,71.8,1.0,3.0,84.2,4.0,80.0,0,0.2548
1084860013,79.5,0.0,1.0,85.2,3.0,86.0,0,0.0246
1.08954E+11,82.3,1.0,0.0,80.2,1.0,55.0,0,0.0377
no,75.5,2.0,0.0,78.0,1.0,89.0,0,0.1562
1.08243E+11,75.5,2.0,2.0,79.6,0.0,73.0,0,0.1733
10823 of9130336,84.8,0.0,2.0,85.2,3.0,83.0,0,0.0263
4.02696E+11,91.3,0.0,3.0,87.0,2.0,58.0,0,0.0325
3.01234E+11,82.1,0.0,1.0,81.0,1.0,83.0,0,0.0167
1.08247E+11,93.0,0.0,0.0,93.4,0.0,88.0,0,0.011
1.08246E+11,82.1,2.0,2.0,77.5,1.0,53.0,0,0.1217
1.12089E+11,88.3,0.0,3.0,75.4,4.0,69.0,0,0.0648
Not,79.2,2.0,1.0,79.4,4.0,59.0,0,0.1625
1.08913E+11,82.6,0.0,2.0,83.2,4.0,61.0,0,0.0377
